filename,rootclass,vowelclass,consclass
bangla32960,38,0,0
bangla32961,38,0,0
bangla32962,38,0,0
bangla32963,38,0,0
bangla32964,38,0,0
bangla32965,38,0,0
bangla32966,38,0,0
bangla32967,38,0,0
bangla32968,38,0,0
bangla32969,38,0,0
bangla32970,38,0,0
bangla32971,38,0,0
bangla32972,38,0,0
bangla32973,38,0,0
bangla32974,38,0,0
bangla32975,38,0,0
bangla32976,38,0,0
bangla32977,38,0,0
bangla32978,38,0,0
bangla32979,38,0,0
bangla32980,38,0,0
bangla32981,38,0,0
bangla32982,38,0,0
bangla32983,38,0,0
bangla32984,38,0,0
bangla32985,38,0,0
bangla32986,38,0,0
bangla32987,38,0,0
bangla32988,38,0,0
bangla32989,38,0,0
bangla32990,38,0,0
bangla32991,38,0,0
bangla32992,38,0,0
bangla32993,38,0,0
bangla32994,38,0,0
bangla32995,38,0,0
bangla32996,38,0,0
bangla32997,38,0,0
bangla32998,38,0,0
bangla32999,38,0,0
bangla33000,38,0,0
bangla33001,38,0,0
bangla33002,38,0,0
bangla33003,38,0,0
bangla33004,38,0,0
bangla33005,38,0,0
bangla33006,38,0,0
bangla33007,38,0,0
bangla33008,38,0,0
bangla33009,38,0,0
bangla33010,38,0,0
bangla33011,38,0,0
bangla33012,38,0,0
bangla33013,38,0,0
bangla33014,38,0,0
bangla33015,38,0,0
bangla33016,38,0,0
bangla33017,38,0,0
bangla33018,38,0,0
bangla33019,38,0,0
bangla33020,38,0,0
bangla33021,38,0,0
bangla33022,38,0,0
bangla33023,38,0,0
bangla33024,38,0,0
bangla33025,38,0,0
bangla33026,38,0,0
bangla33027,38,0,0
bangla33028,38,0,0
bangla33029,38,0,0
bangla33030,38,0,0
bangla33031,38,0,0
bangla33032,38,0,0
bangla33033,38,0,0
bangla33034,38,0,0
bangla33035,38,0,0
bangla33036,38,0,0
bangla33037,38,0,0
bangla33038,38,0,0
bangla33039,38,0,0
bangla33040,38,0,0
bangla33041,38,0,0
bangla33042,38,0,0
bangla33043,38,0,0
bangla33044,38,0,0
bangla33045,38,0,0
bangla33046,38,0,0
bangla33047,38,0,0
bangla33048,38,0,0
bangla33049,38,0,0
bangla33050,38,0,0
bangla33051,38,0,0
bangla33052,38,0,0
bangla33053,38,0,0
bangla33054,38,0,0
bangla33055,38,0,0
bangla33056,38,0,0
bangla33057,38,0,0
bangla33058,38,0,0
bangla33059,38,0,0
bangla33060,38,0,0
bangla33061,38,0,0
bangla33062,38,0,0
bangla33063,38,0,0
bangla33064,38,0,0
bangla33065,38,0,0
bangla33066,38,0,0
bangla33067,38,0,0
bangla33068,38,0,0
bangla33069,38,0,0
bangla33070,38,0,0
bangla33071,38,0,0
bangla33072,38,0,0
bangla33073,38,0,0
bangla33074,38,0,0
bangla33075,38,0,0
bangla33076,38,0,0
bangla33077,38,0,0
bangla33078,38,0,0
bangla33079,38,0,0
bangla33080,38,0,0
bangla33081,38,0,0
bangla33082,38,0,0
bangla33083,38,0,0
bangla33084,38,0,0
bangla33085,38,0,0
bangla33086,38,0,0
bangla33087,38,0,0
bangla33088,38,0,0
bangla33089,38,0,0
bangla33090,38,0,0
bangla33091,38,0,0
bangla33092,38,0,0
bangla33093,38,0,0
bangla33094,38,0,0
bangla33095,38,0,0
bangla33096,38,0,0
bangla33097,38,0,0
bangla33098,38,0,0
bangla33099,38,0,0
bangla33100,38,0,0
bangla33101,38,0,0
bangla33102,38,0,0
bangla33103,38,0,0
bangla33104,38,0,0
bangla33105,38,0,0
bangla33106,38,0,0
bangla33107,38,0,0
bangla33108,38,0,0
bangla33109,38,0,0
bangla33110,38,0,0
bangla33111,38,0,0
bangla33112,38,0,0
bangla33113,38,0,0
bangla33114,38,0,0
bangla33115,38,0,0
bangla33116,38,0,0
bangla33117,38,0,0
bangla33118,38,0,0
bangla33119,38,0,0
bangla33120,38,0,0
bangla33121,38,0,0
bangla33122,38,0,0
bangla33123,38,0,0
bangla33124,38,0,0
bangla33125,38,0,0
bangla33126,38,0,0
bangla33127,38,0,0
bangla33128,38,0,0
bangla33129,38,0,0
bangla33130,38,0,0
bangla33131,38,0,0
bangla33132,38,0,0
bangla33133,38,0,0
bangla33134,38,0,0
bangla33135,38,0,0
bangla33136,38,0,0
bangla33137,38,0,0
bangla33138,38,0,0
bangla33139,38,0,0
bangla33140,38,0,0
bangla33141,38,0,0
bangla33142,38,0,0
bangla33143,38,0,0
bangla33144,38,0,0
bangla33145,38,0,0
bangla33146,38,0,0
bangla33147,38,0,0
bangla33148,38,0,0
bangla33149,38,0,0
bangla33150,38,0,0
bangla33151,38,0,0
bangla33152,38,0,0
bangla33153,38,0,0
bangla33154,38,0,0
bangla33155,38,0,0
bangla33156,38,0,0
bangla33157,38,0,0
bangla33158,38,0,0
bangla33159,38,0,0
bangla33160,38,0,0
bangla33161,38,0,0
bangla33162,38,0,0
bangla33163,38,0,0
bangla33164,38,0,0
bangla33165,38,0,0
bangla33166,38,0,0
bangla33167,38,0,0
bangla33168,38,0,0
bangla33169,38,0,0
bangla33170,38,0,0
bangla33171,38,0,0
bangla33172,38,0,0
bangla33173,38,0,0
bangla33174,38,0,0
bangla33175,38,0,0
bangla33176,38,0,0
bangla33177,38,0,0
bangla33178,38,0,0
bangla33179,38,0,0
bangla33180,38,0,0
bangla33181,38,0,0
bangla33182,38,0,0
bangla33183,38,0,0
bangla33184,38,0,0
bangla33185,38,0,0
bangla33186,38,0,0
bangla33187,38,0,0
bangla33188,38,0,0
bangla33189,38,0,0
bangla33190,38,0,0
bangla33191,38,0,0
bangla33192,38,0,0
bangla33193,38,0,0
bangla33194,38,0,0
bangla33195,38,0,0
bangla33196,38,0,0
bangla33197,38,0,0
bangla33198,38,0,0
bangla33199,38,0,0
bangla33200,38,0,0
bangla33201,38,0,0
bangla33202,38,0,0
bangla33203,38,0,0
bangla33204,38,0,0
bangla33205,38,0,0
bangla33206,38,0,0
bangla33207,38,0,0
bangla33208,38,0,0
bangla33209,38,0,0
bangla33210,38,0,0
bangla33211,38,0,0
bangla33212,38,0,0
bangla33213,38,0,0
bangla33214,38,0,0
bangla33215,38,0,0
bangla33216,38,0,0
bangla33217,38,0,0
bangla33218,38,0,0
bangla33219,38,0,0
bangla33220,38,0,0
bangla33221,38,0,0
bangla33222,38,0,0
bangla33223,38,0,0
bangla33224,38,0,0
bangla33225,38,0,0
bangla33226,38,0,0
bangla33227,38,0,0
bangla33228,38,0,0
bangla33229,38,0,0
bangla33230,38,0,0
bangla33231,38,0,0
bangla33232,38,0,0
bangla33233,38,0,0
bangla33234,38,0,0
bangla33235,38,0,0
bangla33236,38,0,0
bangla33237,38,0,0
bangla33238,38,0,0
bangla33239,38,0,0
bangla33240,38,0,0
bangla33241,38,0,0
bangla33242,38,0,0
bangla33243,38,0,0
bangla33244,38,0,0
bangla33245,38,0,0
bangla33246,38,0,0
bangla33247,38,0,0
bangla33248,38,0,0
bangla33249,38,0,0
bangla33250,38,0,0
bangla33251,38,0,0
bangla33252,38,0,0
bangla33253,38,0,0
bangla33254,38,0,0
bangla33255,38,0,0
bangla33256,38,0,0
bangla33257,38,0,0
bangla33258,38,0,0
bangla33259,38,0,0
bangla33260,38,0,0
bangla33261,38,0,0
bangla33262,38,0,0
bangla33263,38,0,0
bangla33264,38,0,0
bangla33265,38,0,0
bangla33266,38,0,0
bangla33267,38,0,0
bangla33268,38,0,0
bangla33269,38,0,0
bangla33270,38,0,0
bangla33271,38,0,0
bangla33272,38,0,0
bangla33273,38,0,0
bangla33274,38,0,0
bangla33275,38,0,0
bangla33276,38,0,0
bangla33277,38,0,0
bangla33278,38,0,0
bangla33279,38,0,0
bangla33280,38,0,0
bangla33281,38,0,0
bangla33282,38,0,0
bangla33283,38,0,0
bangla33284,38,0,0
bangla33285,38,0,0
bangla33286,38,0,0
bangla33287,38,0,0
bangla33288,38,0,0
bangla33289,38,0,0
bangla33290,38,0,0
bangla33291,38,0,0
bangla33292,38,0,0
bangla33293,38,0,0
bangla33294,38,0,0
bangla33295,38,0,0
bangla33296,38,0,0
bangla33297,38,0,0
bangla33298,38,0,0
bangla33299,38,0,0
bangla33300,38,0,0
bangla33301,38,0,0
bangla33302,38,0,0
bangla33303,38,0,0
bangla33304,38,0,0
bangla33305,38,0,0
bangla33306,38,0,0
bangla33307,38,0,0
bangla33308,38,0,0
bangla33309,38,0,0
bangla33310,38,0,0
bangla33311,38,0,0
bangla33312,38,0,0
bangla33313,38,0,0
bangla33314,38,0,0
bangla33315,38,0,0
bangla33316,38,0,0
bangla33317,38,0,0
bangla33318,38,0,0
bangla33319,38,0,0
bangla33320,38,0,0
bangla33321,38,0,0
bangla33322,38,0,0
bangla33323,38,0,0
bangla33324,38,0,0
bangla33325,38,0,0
bangla33326,38,0,0
bangla33327,38,0,0
bangla33328,38,0,0
bangla33329,38,0,0
bangla33330,38,0,0
bangla33331,38,0,0
bangla33332,38,0,0
bangla33333,38,0,0
bangla33334,38,0,0
bangla33335,38,0,0
bangla33336,38,0,0
bangla33337,38,0,0
bangla33338,38,0,0
bangla33339,38,0,0
bangla33340,38,0,0
bangla33341,38,0,0
bangla33342,38,0,0
bangla33343,38,0,0
bangla33344,38,0,0
bangla33345,38,0,0
bangla33346,38,0,0
bangla33347,38,0,0
bangla33348,38,0,0
bangla33349,38,0,0
bangla33350,38,0,0
bangla33351,38,0,0
bangla33352,38,0,0
bangla33353,38,0,0
bangla33354,38,0,0
bangla33355,38,0,0
bangla33356,38,0,0
bangla33357,38,0,0
bangla33358,38,0,0
bangla33359,38,0,0
bangla33360,38,0,0
bangla33361,38,0,0
bangla33362,38,0,0
bangla33363,38,0,0
bangla33364,38,0,0
bangla33365,38,0,0
bangla33366,38,0,0
bangla33367,38,0,0
bangla33368,38,0,0
bangla33369,38,0,0
bangla33370,38,0,0
bangla33371,38,0,0
bangla33372,38,0,0
bangla33373,38,0,0
bangla33374,38,0,0
bangla33375,38,0,0
bangla33376,38,0,0
bangla33377,38,0,0
bangla33378,38,0,0
bangla33379,38,0,0
bangla33380,38,0,0
bangla33381,38,0,0
bangla33382,38,0,0
bangla33383,38,0,0
bangla33384,38,0,0
bangla33385,38,0,0
bangla33386,38,0,0
bangla33387,38,0,0
bangla33388,38,0,0
bangla33389,38,0,0
bangla33390,38,0,0
bangla33391,38,0,0
bangla33392,38,0,0
bangla33393,38,0,0
bangla33394,38,0,0
bangla33395,38,0,0
bangla33396,38,0,0
bangla33397,38,0,0
bangla33398,38,0,0
bangla33399,38,0,0
bangla33400,38,0,0
bangla33401,38,0,0
bangla33402,38,0,0
bangla33403,38,0,0
bangla33404,38,0,0
bangla33405,38,0,0
bangla33406,38,0,0
bangla33407,38,0,0
bangla33408,38,0,0
bangla33409,38,0,0
bangla33410,38,0,0
bangla33411,38,0,0
bangla33412,38,0,0
bangla33413,38,0,0
bangla33414,38,0,0
bangla33415,38,0,0
bangla33416,38,0,0
bangla33417,38,0,0
bangla33418,38,0,0
bangla33419,38,0,0
bangla33420,38,0,0
bangla33421,38,0,0
bangla33422,38,0,0
bangla33423,38,0,0
bangla33424,38,0,0
bangla33425,38,0,0
bangla33426,38,0,0
bangla33427,38,0,0
bangla33428,38,0,0
bangla33429,38,0,0
bangla33430,38,0,0
bangla33431,38,0,0
bangla33432,38,0,0
bangla33433,38,0,0
bangla33434,38,0,0
bangla33435,38,0,0
bangla33436,38,0,0
bangla33437,38,0,0
bangla33438,38,0,0
bangla33439,38,0,0
bangla33440,38,0,0
bangla33441,38,0,0
bangla33442,38,0,0
bangla33443,38,0,0
bangla33444,38,0,0
bangla33445,38,0,0
bangla33446,38,0,0
bangla33447,38,0,0
bangla33448,38,0,0
bangla33449,38,0,0
bangla33450,38,0,0
bangla33451,38,0,0
bangla33452,38,0,0
bangla33453,38,0,0
bangla33454,38,0,0
bangla33455,38,0,0
bangla33456,38,0,0
bangla33457,38,0,0
bangla33458,38,0,0
bangla33459,38,0,0
bangla33460,38,0,0
bangla33461,38,0,0
bangla33462,38,0,0
bangla33463,38,0,0
bangla33464,38,0,0
bangla33465,38,0,0
bangla33466,38,0,0
bangla33467,38,0,0
bangla33468,38,0,0
bangla33469,38,0,0
bangla33470,38,0,0
bangla33471,38,0,0
bangla33472,38,0,0
bangla33473,38,0,0
bangla33474,38,0,0
bangla33475,38,0,0
bangla33476,38,0,0
bangla33477,38,0,0
bangla33478,38,0,0
bangla33479,38,0,0
bangla33480,38,0,0
bangla33481,38,0,0
bangla33482,38,0,0
bangla33483,38,0,0
bangla33484,38,0,0
bangla33485,38,0,0
bangla33486,38,0,0
bangla33487,38,0,0
bangla33488,38,0,0
bangla33489,38,0,0
bangla33490,38,0,0
bangla33491,38,0,0
bangla33492,38,0,0
bangla33493,38,0,0
bangla33494,38,0,0
bangla33495,38,0,0
bangla33496,38,0,0
bangla33497,38,0,0
bangla33498,38,0,0
bangla33499,38,0,0
bangla33500,38,0,0
bangla33501,38,0,0
bangla33502,38,0,0
bangla33503,38,0,0
bangla33504,38,0,0
bangla33505,38,0,0
bangla33506,38,0,0
bangla33507,38,0,0
bangla33508,38,0,0
bangla33509,38,0,0
bangla33510,38,0,0
bangla33511,38,0,0
bangla33512,38,0,0
bangla33513,38,0,0
bangla33514,38,0,0
bangla33515,38,0,0
bangla33516,38,0,0
bangla33517,38,0,0
bangla33518,38,0,0
bangla33519,38,0,0
bangla33520,38,0,0
bangla33521,38,0,0
bangla33522,38,0,0
bangla33523,38,0,0
bangla33524,38,0,0
bangla33525,38,0,0
bangla33526,38,0,0
bangla33527,38,0,0
bangla33528,38,0,0
bangla33529,38,0,0
bangla33530,38,0,0
bangla33531,38,0,0
bangla33532,38,0,0
bangla33533,38,0,0
bangla33534,38,0,0
bangla33535,38,0,0
bangla33536,38,0,0
bangla33537,38,0,0
bangla33538,38,0,0
bangla33539,38,0,0
bangla33540,38,0,0
bangla33541,38,0,0
bangla33542,38,0,0
bangla33543,38,0,0
bangla33544,38,0,0
bangla33545,38,0,0
bangla33546,38,0,0
bangla33547,38,0,0
bangla33548,38,0,0
bangla33549,38,0,0
bangla33550,38,0,0
bangla33551,38,0,0
bangla33552,38,0,0
bangla33553,38,0,0
bangla33554,38,0,0
bangla33555,38,0,0
bangla33556,38,0,0
bangla33557,38,0,0
bangla33558,38,0,0
bangla33559,38,0,0
bangla33560,38,0,0
bangla33561,38,0,0
bangla33562,38,0,0
bangla33563,38,0,0
bangla33564,38,0,0
bangla33565,38,0,0
bangla33566,38,0,0
bangla33567,38,0,0
bangla33568,38,0,0
bangla33569,38,0,0
bangla33570,38,0,0
bangla33571,38,0,0
bangla33572,38,0,0
bangla33573,38,0,0
bangla33574,38,0,0
bangla33575,38,0,0
bangla33576,38,0,0
bangla33577,38,0,0
bangla33578,38,0,0
bangla33579,38,0,0
bangla33580,38,0,0
bangla33581,38,0,0
bangla33582,38,0,0
bangla33583,38,0,0
bangla33584,38,0,0
bangla33585,38,0,0
bangla33586,38,0,0
bangla33587,38,0,0
bangla33588,38,0,0
bangla33589,38,0,0
bangla33590,38,0,0
bangla33591,38,0,0
bangla33592,38,0,0
bangla33593,38,0,0
bangla33594,38,0,0
bangla33595,38,0,0
bangla33596,38,0,0
bangla33597,38,0,0
bangla33598,38,0,0
bangla33599,38,0,0
bangla33600,38,0,0
bangla33601,38,0,0
bangla33602,38,0,0
bangla33603,38,0,0
bangla33604,38,0,0
bangla33605,38,0,0
bangla33606,38,0,0
bangla33607,38,0,0
bangla33608,38,0,0
bangla33609,38,0,0
bangla33610,38,0,0
bangla33611,38,0,0
bangla33612,38,0,0
bangla33613,38,0,0
bangla33614,38,0,0
bangla33615,38,0,0
bangla33616,38,0,0
bangla33617,38,0,0
bangla33618,38,0,0
bangla33619,38,0,0
bangla33620,38,0,0
bangla33621,38,0,0
bangla33622,38,0,0
bangla33623,38,0,0
bangla33624,38,0,0
bangla33625,38,0,0
bangla33626,38,0,0
bangla33627,38,0,0
bangla33628,38,0,0
bangla33629,38,0,0
bangla33630,38,0,0
bangla33631,38,0,0
bangla33632,38,0,0
bangla33633,38,0,0
bangla33634,38,0,0
bangla33635,38,0,0
bangla33636,38,0,0
bangla33637,38,0,0
bangla33638,38,0,0
bangla33639,38,0,0
bangla33640,38,0,0
bangla33641,38,0,0
bangla33642,38,0,0
bangla33643,38,0,0
bangla33644,38,0,0
bangla33645,38,0,0
bangla33646,38,0,0
bangla33647,38,0,0
bangla33648,38,0,0
bangla33649,38,0,0
bangla33650,38,0,0
bangla33651,38,0,0
bangla33652,38,0,0
bangla33653,38,0,0
bangla33654,38,0,0
bangla33655,38,0,0
bangla33656,38,0,0
bangla33657,42,0,0
bangla33658,42,0,0
bangla33659,42,0,0
bangla33660,42,0,0
bangla33661,42,0,0
bangla33662,42,0,0
bangla33663,42,0,0
bangla33664,42,0,0
bangla33665,42,0,0
bangla33666,42,0,0
bangla33667,42,0,0
bangla33668,42,0,0
bangla33669,42,0,0
bangla33670,42,0,0
bangla33671,42,0,0
bangla33672,42,0,0
bangla33673,42,0,0
bangla33674,42,0,0
bangla33675,42,0,0
bangla33676,42,0,0
bangla33677,42,0,0
bangla33678,42,0,0
bangla33679,42,0,0
bangla33680,42,0,0
bangla33681,42,0,0
bangla33682,42,0,0
bangla33683,42,0,0
bangla33684,42,0,0
bangla33685,42,0,0
bangla33686,42,0,0
bangla33687,42,0,0
bangla33688,42,0,0
bangla33689,42,0,0
bangla33690,42,0,0
bangla33691,42,0,0
bangla33692,42,0,0
bangla33693,42,0,0
bangla33694,42,0,0
bangla33695,42,0,0
bangla33696,42,0,0
bangla33697,42,0,0
bangla33698,42,0,0
bangla33699,42,0,0
bangla33700,42,0,0
bangla33701,42,0,0
bangla33702,42,0,0
bangla33703,42,0,0
bangla33704,42,0,0
bangla33705,42,0,0
bangla33706,42,0,0
bangla33707,42,0,0
bangla33708,42,0,0
bangla33709,42,0,0
bangla33710,42,0,0
bangla33711,42,0,0
bangla33712,42,0,0
bangla33713,42,0,0
bangla33714,42,0,0
bangla33715,42,0,0
bangla33716,42,0,0
bangla33717,42,0,0
bangla33718,42,0,0
bangla33719,42,0,0
bangla33720,42,0,0
bangla33721,42,0,0
bangla33722,42,0,0
bangla33723,42,0,0
bangla33724,42,0,0
bangla33725,42,0,0
bangla33726,42,0,0
bangla33727,42,0,0
bangla33728,42,0,0
bangla33729,42,0,0
bangla33730,42,0,0
bangla33731,42,0,0
bangla33732,42,0,0
bangla33733,42,0,0
bangla33734,42,0,0
bangla33735,42,0,0
bangla33736,42,0,0
bangla33737,42,0,0
bangla33738,42,0,0
bangla33739,42,0,0
bangla33740,42,0,0
bangla33741,42,0,0
bangla33742,42,0,0
bangla33743,42,0,0
bangla33744,42,0,0
bangla33745,42,0,0
bangla33746,42,0,0
bangla33747,42,0,0
bangla33748,42,0,0
bangla33749,42,0,0
bangla33750,42,0,0
bangla33751,42,0,0
bangla33752,42,0,0
bangla33753,42,0,0
bangla33754,42,0,0
bangla33755,42,0,0
bangla33756,42,0,0
bangla33757,42,0,0
bangla33758,42,0,0
bangla33759,42,0,0
bangla33760,42,0,0
bangla33761,42,0,0
bangla33762,42,0,0
bangla33763,42,0,0
bangla33764,42,0,0
bangla33765,42,0,0
bangla33766,42,0,0
bangla33767,42,0,0
bangla33768,42,0,0
bangla33769,42,0,0
bangla33770,42,0,0
bangla33771,42,0,0
bangla33772,42,0,0
bangla33773,42,0,0
bangla33774,42,0,0
bangla33775,42,0,0
bangla33776,42,0,0
bangla33777,42,0,0
bangla33778,42,0,0
bangla33779,42,0,0
bangla33780,42,0,0
bangla33781,42,0,0
bangla33782,42,0,0
bangla33783,42,0,0
bangla33784,42,0,0
bangla33785,42,0,0
bangla33786,42,0,0
bangla33787,42,0,0
bangla33788,42,0,0
bangla33789,42,0,0
bangla33790,42,0,0
bangla33791,42,0,0
bangla33792,42,0,0
bangla33793,42,0,0
bangla33794,42,0,0
bangla33795,42,0,0
bangla33796,42,0,0
bangla33797,42,0,0
bangla33798,42,0,0
bangla33799,42,0,0
bangla33800,42,0,0
bangla33801,42,0,0
bangla33802,42,0,0
bangla33803,42,0,0
bangla33804,42,0,0
bangla33805,42,0,0
bangla33806,42,0,0
bangla33807,42,0,0
bangla33808,42,0,0
bangla33809,42,0,0
bangla33810,42,0,0
bangla33811,42,0,0
bangla33812,42,0,0
bangla33813,42,0,0
bangla33814,42,0,0
bangla33815,42,0,0
bangla33816,42,0,0
bangla33817,42,0,0
bangla33818,42,0,0
bangla33819,42,0,0
bangla33820,42,0,0
bangla33821,42,0,0
bangla33822,42,0,0
bangla33823,42,0,0
bangla33824,42,0,0
bangla33825,42,0,0
bangla33826,42,0,0
bangla33827,42,0,0
bangla33828,42,0,0
bangla33829,42,0,0
bangla33830,42,0,0
bangla33831,42,0,0
bangla33832,42,0,0
bangla33833,42,0,0
bangla33834,42,0,0
bangla33835,42,0,0
bangla33836,42,0,0
bangla33837,42,0,0
bangla33838,42,0,0
bangla33839,42,0,0
bangla33840,42,0,0
bangla33841,42,0,0
bangla33842,42,0,0
bangla33843,42,0,0
bangla33844,42,0,0
bangla33845,42,0,0
bangla33846,42,0,0
bangla33847,42,0,0
bangla33848,42,0,0
bangla33849,42,0,0
bangla33850,42,0,0
bangla33851,42,0,0
bangla33852,42,0,0
bangla33853,42,0,0
bangla33854,42,0,0
bangla33855,42,0,0
bangla33856,42,0,0
bangla33857,42,0,0
bangla33858,42,0,0
bangla33859,42,0,0
bangla33860,42,0,0
bangla33861,42,0,0
bangla33862,42,0,0
bangla33863,42,0,0
bangla33864,42,0,0
bangla33865,42,0,0
bangla33866,42,0,0
bangla33867,42,0,0
bangla33868,42,0,0
bangla33869,42,0,0
bangla33870,42,0,0
bangla33871,42,0,0
bangla33872,42,0,0
bangla33873,42,0,0
bangla33874,42,0,0
bangla33875,42,0,0
bangla33876,42,0,0
bangla33877,42,0,0
bangla33878,42,0,0
bangla33879,42,0,0
bangla33880,42,0,0
bangla33881,42,0,0
bangla33882,42,0,0
bangla33883,42,0,0
bangla33884,42,0,0
bangla33885,42,0,0
bangla33886,42,0,0
bangla33887,42,0,0
bangla33888,42,0,0
bangla33889,42,0,0
bangla33890,42,0,0
bangla33891,42,0,0
bangla33892,42,0,0
bangla33893,42,0,0
bangla33894,42,0,0
bangla33895,42,0,0
bangla33896,42,0,0
bangla33897,42,0,0
bangla33898,42,0,0
bangla33899,42,0,0
bangla33900,42,0,0
bangla33901,42,0,0
bangla33902,42,0,0
bangla33903,42,0,0
bangla33904,42,0,0
bangla33905,42,0,0
bangla33906,42,0,0
bangla33907,42,0,0
bangla33908,42,0,0
bangla33909,42,0,0
bangla33910,42,0,0
bangla33911,42,0,0
bangla33912,42,0,0
bangla33913,42,0,0
bangla33914,42,0,0
bangla33915,42,0,0
bangla33916,42,0,0
bangla33917,42,0,0
bangla33918,42,0,0
bangla33919,42,0,0
bangla33920,42,0,0
bangla33921,42,0,0
bangla33922,42,0,0
bangla33923,42,0,0
bangla33924,42,0,0
bangla33925,42,0,0
bangla33926,42,0,0
bangla33927,42,0,0
bangla33928,42,0,0
bangla33929,42,0,0
bangla33930,42,0,0
bangla33931,42,0,0
bangla33932,42,0,0
bangla33933,42,0,0
bangla33934,42,0,0
bangla33935,42,0,0
bangla33936,42,0,0
bangla33937,42,0,0
bangla33938,42,0,0
bangla33939,42,0,0
bangla33940,42,0,0
bangla33941,42,0,0
bangla33942,42,0,0
bangla33943,42,0,0
bangla33944,42,0,0
bangla33945,42,0,0
bangla33946,42,0,0
bangla33947,42,0,0
bangla33948,42,0,0
bangla33949,42,0,0
bangla33950,42,0,0
bangla33951,42,0,0
bangla33952,42,0,0
bangla33953,42,0,0
bangla33954,42,0,0
bangla33955,42,0,0
bangla33956,42,0,0
bangla33957,42,0,0
bangla33958,42,0,0
bangla33959,42,0,0
bangla33960,42,0,0
bangla33961,42,0,0
bangla33962,42,0,0
bangla33963,42,0,0
bangla33964,42,0,0
bangla33965,42,0,0
bangla33966,42,0,0
bangla33967,42,0,0
bangla33968,42,0,0
bangla33969,42,0,0
bangla33970,42,0,0
bangla33971,42,0,0
bangla33972,42,0,0
bangla33973,42,0,0
bangla33974,42,0,0
bangla33975,42,0,0
bangla33976,42,0,0
bangla33977,42,0,0
bangla33978,42,0,0
bangla33979,42,0,0
bangla33980,42,0,0
bangla33981,42,0,0
bangla33982,42,0,0
bangla33983,42,0,0
bangla33984,42,0,0
bangla33985,42,0,0
bangla33986,42,0,0
bangla33987,42,0,0
bangla33988,42,0,0
bangla33989,42,0,0
bangla33990,42,0,0
bangla33991,42,0,0
bangla33992,42,0,0
bangla33993,42,0,0
bangla33994,42,0,0
bangla33995,42,0,0
bangla33996,42,0,0
bangla33997,42,0,0
bangla33998,42,0,0
bangla33999,42,0,0
bangla34000,42,0,0
bangla34001,42,0,0
bangla34002,42,0,0
bangla34003,42,0,0
bangla34004,42,0,0
bangla34005,42,0,0
bangla34006,42,0,0
bangla34007,42,0,0
bangla34008,42,0,0
bangla34009,42,0,0
bangla34010,42,0,0
bangla34011,42,0,0
bangla34012,42,0,0
bangla34013,42,0,0
bangla34014,42,0,0
bangla34015,42,0,0
bangla34016,42,0,0
bangla34017,42,0,0
bangla34018,42,0,0
bangla34019,42,0,0
bangla34020,42,0,0
bangla34021,42,0,0
bangla34022,42,0,0
bangla34023,42,0,0
bangla34024,42,0,0
bangla34025,42,0,0
bangla34026,42,0,0
bangla34027,42,0,0
bangla34028,42,0,0
bangla34029,42,0,0
bangla34030,42,0,0
bangla34031,42,0,0
bangla34032,42,0,0
bangla34033,42,0,0
bangla34034,42,0,0
bangla34035,42,0,0
bangla34036,42,0,0
bangla34037,42,0,0
bangla34038,42,0,0
bangla34039,42,0,0
bangla34040,42,0,0
bangla34041,42,0,0
bangla34042,42,0,0
bangla34043,42,0,0
bangla34044,42,0,0
bangla34045,42,0,0
bangla34046,42,0,0
bangla34047,42,0,0
bangla34048,42,0,0
bangla34049,42,0,0
bangla34050,42,0,0
bangla34051,42,0,0
bangla34052,42,0,0
bangla34053,42,0,0
bangla34054,42,0,0
bangla34055,42,0,0
bangla34056,42,0,0
bangla34057,42,0,0
bangla34058,42,0,0
bangla34059,42,0,0
bangla34060,42,0,0
bangla34061,42,0,0
bangla34062,42,0,0
bangla34063,42,0,0
bangla34064,42,0,0
bangla34065,42,0,0
bangla34066,42,0,0
bangla34067,42,0,0
bangla34068,42,0,0
bangla34069,42,0,0
bangla34070,42,0,0
bangla34071,42,0,0
bangla34072,42,0,0
bangla34073,42,0,0
bangla34074,42,0,0
bangla34075,42,0,0
bangla34076,42,0,0
bangla34077,42,0,0
bangla34078,42,0,0
bangla34079,42,0,0
bangla34080,42,0,0
bangla34081,42,0,0
bangla34082,42,0,0
bangla34083,42,0,0
bangla34084,42,0,0
bangla34085,42,0,0
bangla34086,42,0,0
bangla34087,42,0,0
bangla34088,42,0,0
bangla34089,42,0,0
bangla34090,42,0,0
bangla34091,42,0,0
bangla34092,42,0,0
bangla34093,42,0,0
bangla34094,42,0,0
bangla34095,42,0,0
bangla34096,42,0,0
bangla34097,42,0,0
bangla34098,42,0,0
bangla34099,42,0,0
bangla34100,42,0,0
bangla34101,42,0,0
bangla34102,42,0,0
bangla34103,42,0,0
bangla34104,42,0,0
bangla34105,42,0,0
bangla34106,42,0,0
bangla34107,42,0,0
bangla34108,42,0,0
bangla34109,42,0,0
bangla34110,42,0,0
bangla34111,42,0,0
bangla34112,42,0,0
bangla34113,42,0,0
bangla34114,42,0,0
bangla34115,42,0,0
bangla34116,42,0,0
bangla34117,42,0,0
bangla34118,42,0,0
bangla34119,42,0,0
bangla34120,42,0,0
bangla34121,42,0,0
bangla34122,42,0,0
bangla34123,42,0,0
bangla34124,42,0,0
